Year,quarter,ukos,mode,purpose,package,Age,Sex,duration,Expected spend,country,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,16-24,Male,Nil Stay,6.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,16-24,Male,1-3 nights,333.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,16-24,Female,4-13 nights,400.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Male,1-3 nights,235.80,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Female,Nil Stay,57.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Female,1-3 nights,155.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,35-44,Male,4-13 nights,483.67,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,35-44,Female,1-3 nights,48.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,1-3 nights,300.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,4-13 nights,225.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Female,Nil Stay,7.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Female,4-13 nights,100.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Male,Nil Stay,73.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Male,4-13 nights,1000.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Female,Nil Stay,330.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Male,Nil Stay,91.50,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Male,1-3 nights,306.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Male,4-13 nights,100.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Male,14-27 nights,1000.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Female,Nil Stay,178.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,D/K,#NULL!,1-3 nights,306.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,25-34,Male,1-3 nights,111.59,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,45-54,Female,4-13 nights,740.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,25-34,Male,1-3 nights,0.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,35-44,Male,Nil Stay,0.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,35-44,Male,1-3 nights,500.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,45-54,Male,1-3 nights,242.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,45-54,Male,4-13 nights,458.50,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,55-64,Male,1-3 nights,735.63,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,55-64,Male,4-13 nights,74.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,16-24,Female,1-3 nights,0.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Female,4-13 nights,150.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Female,1-3 nights,167.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,55-64,Male,4-13 nights,66.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,55-64,Male,Nil Stay,125.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,65 & over,Male,Nil Stay,375.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,65 & over,Male,14-27 nights,110.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,65 & over,Female,Nil Stay,450.00,Belgium,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,45-54,Male,14-27 nights,880.00,Denmark,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Male,4-13 nights,129.00,Denmark,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Male,4-13 nights,0.00,Finland,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent, 0-15,Male,1-3 nights,50.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent, 0-15,Male,4-13 nights,575.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,16-24,Male,1-3 nights,205.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,16-24,Male,4-13 nights,378.97,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,16-24,Male,28-90 nights,1000.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,16-24,Female,Nil Stay,882.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,16-24,Female,1-3 nights,7.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,16-24,Female,4-13 nights,381.89,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Male,Nil Stay,44.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Male,1-3 nights,538.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Male,4-13 nights,176.55,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Female,1-3 nights,415.67,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Female,4-13 nights,310.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,35-44,Male,Nil Stay,57.33,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,35-44,Male,1-3 nights,83.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,35-44,Male,4-13 nights,625.75,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,35-44,Female,Nil Stay,129.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,Nil Stay,281.17,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,1-3 nights,344.03,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,4-13 nights,656.40,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,14-27 nights,2000.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Female,Nil Stay,69.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Female,1-3 nights,150.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Female,4-13 nights,426.61,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Female,14-27 nights,500.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Female,28-90 nights,400.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Male,Nil Stay,165.39,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Male,1-3 nights,175.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Male,4-13 nights,469.46,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Male,14-27 nights,330.86,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Male,28-90 nights,750.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Female,Nil Stay,109.67,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Female,1-3 nights,205.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Female,4-13 nights,607.68,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Female,14-27 nights,400.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Male,Nil Stay,168.45,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Male,4-13 nights,575.40,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Male,14-27 nights,497.34,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Male,28-90 nights,2750.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Female,Nil Stay,35.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Female,1-3 nights,251.33,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Female,4-13 nights,489.77,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Female,14-27 nights,145.71,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent, 0-15,Male,1-3 nights,452.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent, 0-15,Male,4-13 nights,678.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,16-24,Male,1-3 nights,250.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,16-24,Male,4-13 nights,715.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,16-24,Female,1-3 nights,545.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,16-24,Female,4-13 nights,237.50,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,25-34,Female,1-3 nights,391.67,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,25-34,Female,4-13 nights,394.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,35-44,Female,1-3 nights,422.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,35-44,Female,4-13 nights,370.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,45-54,Female,4-13 nights,342.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,55-64,Male,14-27 nights,529.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,55-64,Female,1-3 nights,138.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,55-64,Female,28-90 nights,2408.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,65 & over,Male,1-3 nights,207.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,65 & over,Male,4-13 nights,223.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,65 & over,Female,1-3 nights,402.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,25-34,Male,Nil Stay,17.50,France,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,35-44,Male,1-3 nights,355.50,France,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,35-44,Male,4-13 nights,129.04,France,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,45-54,Male,1-3 nights,116.44,France,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,55-64,Male,Nil Stay,128.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,55-64,Male,1-3 nights,439.50,France,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,55-64,Female,4-13 nights,2000.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,65 & over,Female,4-13 nights,35.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,65 & over,Female,14-27 nights,88.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent, 0-15,Male,Nil Stay,11.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent, 0-15,Male,4-13 nights,20.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent, 0-15,Female,4-13 nights,335.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent, 0-15,Female,14-27 nights,50.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,16-24,Male,14-27 nights,125.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,16-24,Female,4-13 nights,250.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Male,1-3 nights,26.50,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Male,4-13 nights,25.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Male,14-27 nights,1.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Female,1-3 nights,73.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Female,4-13 nights,150.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Female,14-27 nights,306.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Male,1-3 nights,280.72,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Male,4-13 nights,218.63,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Female,1-3 nights,380.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Female,4-13 nights,131.25,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Female,14-27 nights,394.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Male,4-13 nights,539.60,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Male,14-27 nights,96.23,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Female,4-13 nights,200.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,55-64,Male,1-3 nights,185.07,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,55-64,Male,4-13 nights,124.46,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Male,1-3 nights,164.81,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Male,4-13 nights,54.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Male,14-27 nights,1216.56,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Female,1-3 nights,0.00,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Female,4-13 nights,257.50,France,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Female,14-27 nights,123.50,France,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,25-34,Male,28-90 nights,2941.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,25-34,Female,1-3 nights,433.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,35-44,Male,Nil Stay,100.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,45-54,Female,Nil Stay,145.29,France,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,45-54,Female,28-90 nights,100.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,55-64,Male,Nil Stay,500.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,55-64,Male,1-3 nights,246.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,65 & over,Male,Nil Stay,250.00,France,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Male,4-13 nights,200.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,35-44,Male,4-13 nights,250.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,4-13 nights,3530.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Male,1-3 nights,1251.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,D/K,Dont know,1-3 nights,159.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,35-44,Male,4-13 nights,996.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,55-64,Female,4-13 nights,859.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,65 & over,Male,4-13 nights,1082.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,65 & over,Female,4-13 nights,631.33,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,16-24,Male,1-3 nights,212.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,25-34,Male,1-3 nights,395.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,35-44,Male,1-3 nights,44.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,45-54,Male,4-13 nights,257.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,45-54,Female,4-13 nights,26.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,65 & over,Male,14-27 nights,1110.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Business,Non-Independent,25-34,Male,28-90 nights,8395.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,Business,Non-Independent,25-34,Female,4-13 nights,22.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,16-24,Male,1-3 nights,44.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Male,4-13 nights,394.19,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Male,4-13 nights,234.47,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Male,4-13 nights,154.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,55-64,Male,4-13 nights,700.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,55-64,Male,14-27 nights,1776.53,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,55-64,Female,1-3 nights,50.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Male,14-27 nights,300.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Male,28-90 nights,2448.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Female,14-27 nights,250.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,D/K,Female,4-13 nights,190.00,Germany,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent, 0-15,Male,4-13 nights,76.00,Hungary,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Female,4-13 nights,140.00,Hungary,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Female,4-13 nights,500.00,Hungary,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Male,14-27 nights,1000.00,Hungary,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Male,1-3 nights,392.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Male,28-90 nights,705.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,35-44,Male,1-3 nights,215.50,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,1-3 nights,50.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,4-13 nights,441.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,55-64,Male,4-13 nights,596.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,D/K,#NULL!,4-13 nights,350.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,D/K,Dont know,1-3 nights,166.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,45-54,Male,1-3 nights,133.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,35-44,Male,Nil Stay,0.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,45-54,Male,1-3 nights,308.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,55-64,Male,Nil Stay,4.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,65 & over,Male,1-3 nights,154.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,D/K,#NULL!,1-3 nights,313.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Male,4-13 nights,176.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Female,1-3 nights,60.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Female,Nil Stay,1.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Female,4-13 nights,318.50,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Male,1-3 nights,150.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Male,4-13 nights,88.66,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Female,1-3 nights,176.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,55-64,Male,Nil Stay,0.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Male,4-13 nights,44.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,D/K,#NULL!,4-13 nights,166.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,D/K,#NULL!,1-3 nights,169.00,Irish Republic,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,4-13 nights,627.38,Italy,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,14-27 nights,801.00,Italy,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,65 & over,Male,4-13 nights,506.10,Italy,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,65 & over,Female,4-13 nights,734.00,Italy,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Male,1-3 nights,150.00,Italy,,,,
2018,Jan-Mar,UK residents,Sea,Miscellaneous,Independent,35-44,Female,28-90 nights,0.00,Italy,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Male,4-13 nights,800.00,Lithuania,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,65 & over,Male,4-13 nights,266.00,Luxembourg,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Male,4-13 nights,88.00,Luxembourg,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,16-24,Male,1-3 nights,175.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Male,4-13 nights,1150.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Female,1-3 nights,395.41,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Female,4-13 nights,333.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,25-34,Female,14-27 nights,500.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,35-44,Male,4-13 nights,190.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,1-3 nights,77.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,4-13 nights,250.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Male,14-27 nights,110.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Female,1-3 nights,500.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,45-54,Female,4-13 nights,220.59,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Independent,65 & over,Male,1-3 nights,123.29,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent, 0-15,Male,1-3 nights,250.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,16-24,Male,1-3 nights,91.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,16-24,Male,4-13 nights,416.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,16-24,Female,1-3 nights,152.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,16-24,Female,4-13 nights,374.50,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,25-34,Male,1-3 nights,123.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,25-34,Female,1-3 nights,250.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,35-44,Male,1-3 nights,129.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,45-54,Male,1-3 nights,92.67,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,45-54,Female,1-3 nights,285.28,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,55-64,Male,1-3 nights,250.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,55-64,Female,1-3 nights,79.40,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,65 & over,Male,1-3 nights,250.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,65 & over,Male,4-13 nights,378.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Holiday,Non-Independent,65 & over,Female,4-13 nights,367.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,35-44,Male,1-3 nights,1.43,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Business,Independent,45-54,Male,1-3 nights,491.50,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,Study,Non-Independent,16-24,Male,4-13 nights,567.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent, 0-15,Female,4-13 nights,219.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Male,1-3 nights,74.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,25-34,Female,1-3 nights,0.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Male,4-13 nights,176.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,35-44,Female,4-13 nights,119.63,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Male,4-13 nights,441.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,45-54,Female,4-13 nights,106.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,65 & over,Female,4-13 nights,571.00,Netherlands,,,,
2018,Jan-Mar,UK residents,Sea,VFR,Independent,D/K,Male,4-13 nights,262.00,Netherlands,,,,
