Year,quarter,ukos,mode,purpose,package,Age,Sex,duration,Expected spend,country,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,55-64,Male,1-3 nights,230.48,France,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,55-64,Male,4-13 nights,295.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,55-64,Male,14-27 nights,884.58,France,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,55-64,Female,4-13 nights,433.34,France,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,65 & over,Male,Nil Stay,83.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,65 & over,Male,1-3 nights,248.28,France,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,65 & over,Male,4-13 nights,243.18,France,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,65 & over,Male,28-90 nights,878.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,D/K,Female,1-3 nights,82.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Non-Independent,16-24,Female,1-3 nights,0.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,16-24,Male,1-3 nights,88.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,25-34,Male,Nil Stay,50.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,45-54,Male,Nil Stay,307.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,45-54,Male,1-3 nights,200.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,55-64,Male,Nil Stay,317.12,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,55-64,Female,Nil Stay,167.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,55-64,Female,1-3 nights,385.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,65 & over,Male,Nil Stay,189.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,65 & over,Male,1-3 nights,373.37,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,65 & over,Female,Nil Stay,400.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Non-Independent,25-34,Male,1-3 nights,282.00,France,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent, 0-15,Male,4-13 nights,0.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,16-24,Male,4-13 nights,498.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,25-34,Female,4-13 nights,350.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Male,1-3 nights,175.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,45-54,Male,4-13 nights,750.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,55-64,Male,1-3 nights,500.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,55-64,Male,14-27 nights,1601.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,65 & over,Male,4-13 nights,411.61,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,45-54,Male,4-13 nights,316.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,65 & over,Male,4-13 nights,798.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,65 & over,Female,4-13 nights,819.75,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,16-24,Male,1-3 nights,140.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,35-44,Male,1-3 nights,325.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,35-44,Male,4-13 nights,66.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,35-44,Female,4-13 nights,200.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,45-54,Male,1-3 nights,215.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Non-Independent,55-64,Male,4-13 nights,139.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent, 0-15,Female,1-3 nights,60.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,16-24,Male,Nil Stay,24.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,16-24,Male,4-13 nights,146.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,35-44,Male,Nil Stay,35.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,35-44,Male,4-13 nights,117.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,45-54,Male,1-3 nights,176.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,45-54,Male,4-13 nights,255.42,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,45-54,Female,4-13 nights,175.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,55-64,Male,1-3 nights,44.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,55-64,Male,4-13 nights,408.50,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,55-64,Female,4-13 nights,117.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Non-Independent,25-34,Male,1-3 nights,741.00,Germany,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,45-54,Female,4-13 nights,1400.00,Greece,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,65 & over,Female,4-13 nights,1536.00,Hungary,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,35-44,Male,1-3 nights,150.00,Hungary,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Male,4-13 nights,200.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,45-54,Male,4-13 nights,500.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,55-64,Male,14-27 nights,860.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,65 & over,Male,4-13 nights,220.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,65 & over,Male,28-90 nights,983.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,16-24,Male,4-13 nights,659.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,16-24,Female,4-13 nights,659.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,45-54,Male,28-90 nights,1230.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,65 & over,Male,1-3 nights,138.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,45-54,Male,4-13 nights,600.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,65 & over,Male,28-90 nights,1757.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,Miscellaneous,Independent,55-64,Male,4-13 nights,1000.00,Italy,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Male,4-13 nights,1756.00,Luxembourg,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,55-64,Male,1-3 nights,200.00,Luxembourg,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,16-24,Male,1-3 nights,100.00,Luxembourg,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent, 0-15,Male,4-13 nights,260.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,16-24,Male,1-3 nights,400.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,16-24,Male,4-13 nights,201.31,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,25-34,Male,1-3 nights,2100.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,25-34,Female,1-3 nights,500.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Male,1-3 nights,100.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Male,4-13 nights,500.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Female,1-3 nights,200.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Female,4-13 nights,286.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,45-54,Male,4-13 nights,234.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,65 & over,Male,4-13 nights,383.88,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,16-24,Male,1-3 nights,77.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,25-34,Male,1-3 nights,182.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,45-54,Female,4-13 nights,756.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,65 & over,Male,4-13 nights,406.17,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,65 & over,Female,4-13 nights,365.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,25-34,Male,4-13 nights,1000.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,35-44,Male,1-3 nights,300.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent, 0-15,Male,4-13 nights,75.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,16-24,Male,4-13 nights,58.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,16-24,Female,1-3 nights,124.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,16-24,Female,4-13 nights,50.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,25-34,Male,1-3 nights,0.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,35-44,Male,4-13 nights,200.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,35-44,Female,1-3 nights,92.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,45-54,Female,4-13 nights,100.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,55-64,Female,4-13 nights,248.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,65 & over,Female,1-3 nights,50.00,Netherlands,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,25-34,Male,4-13 nights,300.00,Poland,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Male,4-13 nights,492.00,Poland,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,35-44,Male,4-13 nights,175.00,Poland,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,45-54,Male,4-13 nights,500.00,Poland,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,16-24,Male,28-90 nights,1100.00,Portugal,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,16-24,Female,4-13 nights,854.00,Portugal,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,16-24,Male,28-90 nights,66.00,Romania,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,35-44,Male,4-13 nights,225.00,Romania,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,35-44,Female,14-27 nights,1000.00,Romania,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,25-34,Male,4-13 nights,333.00,Spain,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Male,4-13 nights,438.00,Spain,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Male,14-27 nights,600.00,Spain,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,45-54,Female,14-27 nights,1000.00,Spain,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,55-64,Male,4-13 nights,1500.00,Spain,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,55-64,Male,3-6 months,1500.00,Spain,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,65 & over,Male,3-6 months,1255.00,Spain,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,65 & over,Male,4-13 nights,759.00,Spain,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,55-64,Female,28-90 nights,1750.00,Spain,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,45-54,Male,4-13 nights,1000.00,Spain,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent, 0-15,Male,4-13 nights,375.00,Switzerland,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,16-24,Female,Nil Stay,200.00,Switzerland,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,35-44,Male,4-13 nights,1549.50,Switzerland,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,55-64,Male,4-13 nights,167.00,Switzerland,,,,
2018,Apr-Jun,UK residents,Tunnel,Business,Independent,25-34,Male,4-13 nights,0.00,Other Europe,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Independent,65 & over,Male,3-6 months,2996.00,Other North Africa,,,,
2018,Apr-Jun,UK residents,Tunnel,VFR,Independent,45-54,Male,14-27 nights,0.00,Pakistan,,,,
2018,Apr-Jun,UK residents,Tunnel,Study,Independent,25-34,Female,14-27 nights,500.00,Canada,,,,
2018,Apr-Jun,UK residents,Tunnel,Holiday,Non-Independent,16-24,Male,4-13 nights,2961.00,Other Caribbean,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent, 0-15,Male,4-13 nights,175.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,16-24,Male,4-13 nights,557.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,25-34,Male,1-3 nights,500.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,25-34,Female,1-3 nights,100.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,25-34,Female,4-13 nights,711.82,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,35-44,Male,4-13 nights,1022.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,35-44,Female,4-13 nights,125.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,35-44,Female,14-27 nights,627.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,45-54,Male,1-3 nights,580.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,55-64,Male,4-13 nights,1000.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,55-64,Female,1-3 nights,450.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,55-64,Female,4-13 nights,465.56,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,65 & over,Female,4-13 nights,348.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,D/K,Male,4-13 nights,557.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,35-44,Male,4-13 nights,360.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,35-44,Female,4-13 nights,522.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,55-64,Male,1-3 nights,378.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,55-64,Female,4-13 nights,297.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,65 & over,Male,4-13 nights,1005.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,65 & over,Male,14-27 nights,1348.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,65 & over,Female,4-13 nights,750.51,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,65 & over,Female,14-27 nights,1687.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,25-34,Male,1-3 nights,53.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,35-44,Male,1-3 nights,100.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,35-44,Male,4-13 nights,394.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,45-54,Male,14-27 nights,2343.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,55-64,Male,1-3 nights,473.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Study,Independent,16-24,Male,4-13 nights,700.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,16-24,Male,28-90 nights,0.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,16-24,Female,4-13 nights,150.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,25-34,Male,4-13 nights,0.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,35-44,Male,4-13 nights,544.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,55-64,Female,1-3 nights,176.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,55-64,Female,4-13 nights,75.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,65 & over,Female,4-13 nights,227.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Non-Independent,55-64,Female,14-27 nights,1413.00,Austria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,16-24,Male,1-3 nights,400.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,16-24,Male,4-13 nights,107.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,25-34,Male,1-3 nights,230.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,25-34,Female,1-3 nights,444.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,35-44,Male,1-3 nights,377.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,35-44,Female,4-13 nights,650.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,45-54,Female,1-3 nights,259.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,55-64,Male,4-13 nights,348.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,65 & over,Male,1-3 nights,200.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,45-54,Female,1-3 nights,121.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,65 & over,Male,4-13 nights,955.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,65 & over,Female,4-13 nights,607.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,16-24,Female,1-3 nights,50.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,25-34,Male,1-3 nights,417.16,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,25-34,Female,1-3 nights,260.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,25-34,Female,4-13 nights,1150.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,35-44,Male,1-3 nights,200.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,35-44,Female,1-3 nights,193.01,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,45-54,Male,1-3 nights,30.12,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,45-54,Male,4-13 nights,450.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,55-64,Male,Nil Stay,36.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,55-64,Male,1-3 nights,250.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,55-64,Male,4-13 nights,635.49,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,D/K,Male,1-3 nights,264.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Business,Non-Independent,45-54,Male,1-3 nights,221.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,25-34,Male,4-13 nights,68.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,25-34,Female,1-3 nights,130.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,35-44,Male,1-3 nights,100.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,55-64,Male,1-3 nights,352.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,55-64,Male,4-13 nights,333.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,55-64,Female,4-13 nights,450.26,Belgium,,,,
2018,Jul-Sep,UK residents,Air,VFR,Non-Independent,65 & over,Male,1-3 nights,352.00,Belgium,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent, 0-15,Female,4-13 nights,245.86,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,16-24,Male,4-13 nights,822.57,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,16-24,Female,14-27 nights,678.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,25-34,Male,4-13 nights,842.87,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,25-34,Male,14-27 nights,600.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,25-34,Female,14-27 nights,500.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,35-44,Male,4-13 nights,250.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,35-44,Male,14-27 nights,328.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,35-44,Female,4-13 nights,354.82,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,45-54,Male,4-13 nights,770.90,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,45-54,Male,14-27 nights,625.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,45-54,Female,4-13 nights,555.48,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,45-54,Female,14-27 nights,691.07,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,55-64,Male,4-13 nights,908.32,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,55-64,Male,14-27 nights,408.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,55-64,Female,14-27 nights,493.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,65 & over,Male,4-13 nights,406.95,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,65 & over,Female,4-13 nights,1140.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,D/K,#NULL!,4-13 nights,484.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,D/K,Male,4-13 nights,407.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Independent,D/K,Female,4-13 nights,484.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent, 0-15,Male,4-13 nights,393.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent, 0-15,Female,4-13 nights,586.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,16-24,Male,4-13 nights,432.46,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,16-24,Female,4-13 nights,393.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,25-34,Male,4-13 nights,429.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,25-34,Male,14-27 nights,752.08,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,25-34,Female,4-13 nights,429.32,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,25-34,Female,14-27 nights,616.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,35-44,Male,4-13 nights,342.96,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,35-44,Male,14-27 nights,750.88,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,35-44,Female,4-13 nights,364.45,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,35-44,Female,14-27 nights,675.29,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,45-54,Male,4-13 nights,496.19,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,45-54,Male,14-27 nights,572.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,45-54,Female,4-13 nights,472.26,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,55-64,Male,4-13 nights,207.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,55-64,Male,14-27 nights,623.80,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,55-64,Female,4-13 nights,309.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,55-64,Female,14-27 nights,1087.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,65 & over,Male,4-13 nights,465.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,65 & over,Male,14-27 nights,1304.67,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Holiday,Non-Independent,D/K,Male,4-13 nights,233.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,35-44,Female,4-13 nights,277.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,Business,Independent,45-54,Female,4-13 nights,401.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent, 0-15,Male,4-13 nights,68.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,16-24,Male,28-90 nights,401.12,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,16-24,Female,1-3 nights,100.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,16-24,Female,4-13 nights,1600.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,25-34,Male,14-27 nights,500.00,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,25-34,Male,28-90 nights,983.17,Bulgaria,,,,
2018,Jul-Sep,UK residents,Air,VFR,Independent,25-34,Female,4-13 nights,100.00,Bulgaria,,,,
